Location,Sex,year,age,px,fx
Brazil,Female,1952,100,0,0
Brazil,Female,1953,0,0.86261429,0
Brazil,Female,1953,1,0.97367717,0
Brazil,Female,1953,2,0.98382146,0
Brazil,Female,1953,3,0.98990064,0
Brazil,Female,1953,4,0.99347267,0
Brazil,Female,1953,5,0.99571619,0
Brazil,Female,1953,6,0.99704362,0
Brazil,Female,1953,7,0.99768907,0
Brazil,Female,1953,8,0.99788665,0
Brazil,Female,1953,9,0.99787049,0
Brazil,Female,1953,10,0.99787904,0
Brazil,Female,1953,11,0.99779693,0
Brazil,Female,1953,12,0.99765485,0
Brazil,Female,1953,13,0.99748011,0
Brazil,Female,1953,14,0.99728804,0
Brazil,Female,1953,15,0.9970907,0.026422
Brazil,Female,1953,16,0.99688816,0.051671
Brazil,Female,1953,17,0.99667731,0.086617
Brazil,Female,1953,18,0.99645742,0.129577
Brazil,Female,1953,19,0.99622995,0.173043
Brazil,Female,1953,20,0.99600375,0.214543
Brazil,Female,1953,21,0.99579083,0.25109200000000004
Brazil,Female,1953,22,0.99560169,0.281613
Brazil,Female,1953,23,0.99544456,0.304684
Brazil,Female,1953,24,0.99531691,0.319883
Brazil,Female,1953,25,0.99521078,0.326883
Brazil,Female,1953,26,0.99511261,0.326033
Brazil,Female,1953,27,0.99500751,0.32046199999999997
Brazil,Female,1953,28,0.99488753,0.311075
Brazil,Female,1953,29,0.99474825,0.29884
Brazil,Female,1953,30,0.99459353,0.284116
Brazil,Female,1953,31,0.99443078,0.269404
Brazil,Female,1953,32,0.99426688,0.25503200000000004
Brazil,Female,1953,33,0.99410791,0.241894
Brazil,Female,1953,34,0.99395362,0.229603
Brazil,Female,1953,35,0.99380032,0.216046
Brazil,Female,1953,36,0.99364162,0.199791
Brazil,Female,1953,37,0.99347004,0.182211
Brazil,Female,1953,38,0.99328277,0.163427
Brazil,Female,1953,39,0.99307992,0.143125
Brazil,Female,1953,40,0.99286619,0.121031
Brazil,Female,1953,41,0.99264869,0.099015
Brazil,Female,1953,42,0.99242943,0.077252
Brazil,Female,1953,43,0.99220623,0.057735
Brazil,Female,1953,44,0.99196587,0.041094
Brazil,Female,1953,45,0.99168722,0.027861
Brazil,Female,1953,46,0.99134708,0.018609
Brazil,Female,1953,47,0.99092034,0.012240000000000001
Brazil,Female,1953,48,0.99039542,0.008218
Brazil,Female,1953,49,0.98977224,0.004929
Brazil,Female,1953,50,0.98906806,0
Brazil,Female,1953,51,0.98831748,0
Brazil,Female,1953,52,0.9875491,0
Brazil,Female,1953,53,0.98678378,0
Brazil,Female,1953,54,0.9860125,0
Brazil,Female,1953,55,0.98519467,0
Brazil,Female,1953,56,0.9842746,0
Brazil,Female,1953,57,0.9831811,0
Brazil,Female,1953,58,0.98186341,0
Brazil,Female,1953,59,0.98029662,0
Brazil,Female,1953,60,0.97848947,0
Brazil,Female,1953,61,0.97649738,0
Brazil,Female,1953,62,0.97437789,0
Brazil,Female,1953,63,0.97218157,0
Brazil,Female,1953,64,0.96991665,0
Brazil,Female,1953,65,0.96752466,0
Brazil,Female,1953,66,0.96491418,0
Brazil,Female,1953,67,0.96195593,0
Brazil,Female,1953,68,0.95853879,0
Brazil,Female,1953,69,0.95459749,0
Brazil,Female,1953,70,0.95011018,0
Brazil,Female,1953,71,0.94513246,0
Brazil,Female,1953,72,0.93972959,0
Brazil,Female,1953,73,0.93395167,0
Brazil,Female,1953,74,0.9278035,0
Brazil,Female,1953,75,0.92118924,0
Brazil,Female,1953,76,0.91397826,0
Brazil,Female,1953,77,0.90601044,0
Brazil,Female,1953,78,0.89716706,0
Brazil,Female,1953,79,0.8874552,0
Brazil,Female,1953,80,0.87696607,0
Brazil,Female,1953,81,0.86592202,0
Brazil,Female,1953,82,0.85453747,0
Brazil,Female,1953,83,0.84288793,0
Brazil,Female,1953,84,0.83091857,0
Brazil,Female,1953,85,0.81830452,0
Brazil,Female,1953,86,0.80465965,0
Brazil,Female,1953,87,0.78963977,0
Brazil,Female,1953,88,0.77301454,0
Brazil,Female,1953,89,0.75492467,0
Brazil,Female,1953,90,0.735701,0
Brazil,Female,1953,91,0.71593857,0
Brazil,Female,1953,92,0.69629224,0
Brazil,Female,1953,93,0.67723084,0
Brazil,Female,1953,94,0.65912518,0
Brazil,Female,1953,95,0.64039465,0
Brazil,Female,1953,96,0.62139053,0
Brazil,Female,1953,97,0.60268161,0
Brazil,Female,1953,98,0.5843821,0
Brazil,Female,1953,99,0.56659593,0
Brazil,Female,1953,100,0,0
Brazil,Female,1954,0,0.86524139,0
Brazil,Female,1954,1,0.97479451,0
Brazil,Female,1954,2,0.98442657,0
Brazil,Female,1954,3,0.99022874,0
Brazil,Female,1954,4,0.99365566,0
Brazil,Female,1954,5,0.99581478,0
Brazil,Female,1954,6,0.99709672,0
Brazil,Female,1954,7,0.99772472,0
Brazil,Female,1954,8,0.99792199,0
Brazil,Female,1954,9,0.99791179,0
Brazil,Female,1954,10,0.99792142,0
Brazil,Female,1954,11,0.99784239,0
Brazil,Female,1954,12,0.99770425,0
Brazil,Female,1954,13,0.99753322,0
Brazil,Female,1954,14,0.99734413,0
Brazil,Female,1954,15,0.9971488,0.026471
Brazil,Female,1954,16,0.99694777,0.051701000000000004
Brazil,Female,1954,17,0.99673864,0.086596
Brazil,Female,1954,18,0.99652115,0.129478
Brazil,Female,1954,19,0.99629713,0.172877
Brazil,Female,1954,20,0.99607522,0.214331
Brazil,Female,1954,21,0.99586695,0.250843
Brazil,Female,1954,22,0.99568227,0.28133600000000003
Brazil,Female,1954,23,0.99552883,0.304384
Brazil,Female,1954,24,0.995404,0.319563
Brazil,Female,1954,25,0.99529994,0.32655
Brazil,Female,1954,26,0.99520347,0.325695
Brazil,Female,1954,27,0.99510018,0.320122
Brazil,Female,1954,28,0.99498236,0.31073500000000004
Brazil,Female,1954,29,0.99484569,0.298507
Brazil,Female,1954,30,0.99469386,0.283796
Brazil,Female,1954,31,0.99453397,0.269098
Brazil,Female,1954,32,0.99437261,0.254738
Brazil,Female,1954,33,0.99421563,0.241611
Brazil,Female,1954,34,0.99406278,0.229329
Brazil,Female,1954,35,0.99391053,0.215786
Brazil,Female,1954,36,0.99375271,0.199553
Brazil,Female,1954,37,0.99358209,0.18199700000000002
